unique ID,query_text,category
4171,Contour Ploughing,academic_servable
4172," In the given question asked we have to find the date after two weeks as September 6 is a Thursday. So, calculate the answer. 1 week has 7 day so, 2 week has 7×2=14. d6 + 14 20 So, the answer will be 20. Hence, the date after two weeks of September 6 is 20. ",academic_non_servable
4173,Farm Activities,academic_servable
4174," Given improper fraction is: 577. To convert the improper fraction into the mixed fraction, we need to divide the numerator by the denominator and then write the quotient as a whole and the remainder as the new numerator and denominator will be the same. Here, the numerator is 57 and the denominator is 7. So, the division is, 8757 - 561 Here, the quotient is 8 and the remainder is 1. So, the mixed fraction will be 817. Therefore, value of k is 8. ",academic_non_servable
4175,what is international relations,general
4176,Degenerative Semiconductors,academic_servable
4177,1. Write differences between (AS1) a) autotrophic nutrition - heterotrophic nutrition b) Ingestion - digestion c) Light reaction - dark reaction d) Chlorophyll - chloroplast 2. Give reasons (AS1) a) Why photosynthesis is considered as the basic energy source for most of living world? b) Why is it better to call the dark phase of photosynthesis as a light independent phase? c) Why is it necessary to destarch a plant before performing any experiment on photosynthesis? d) Why it is not possible to demonstrate respiration in green plants kept in sunlight? 3. Give examples (AS1) a) Digestive enzymes b) Organisms having heterotrophic nutrition c) Vitamins d) Nutritional deficiency diseases 4. Where do plants get each of the raw materials required for photosynthesis?(AS1) 5. Explain the necessary conditions for autotrophic nutrition and what are its by products?(AS1) 6. With the help of chemical equation explain the process of photosynthesis in detail with the help of a flow chart? (AS1) 7. Name the three end products of photosynthesis? (AS1) 8. What is the connecting substance between light reaction and dark reaction? (AS1) 9. Most leaves have the upper surface more green and shiny than the lower ones why? (AS1) 10. Explain the structure of chloroplast with a neatly labeled sketch. (AS1),academic_non_servable
4178,Far Cry,junk
4179,ICSE MATHEMATICS - 6,general
4180,"Can you clarify something for me cunts,",junk
4181, Steam and Nuclear Energies,general
4182,Nature's Gifts Test - 3,general
4183,"Get the door, I'm here",conversational
4184,Facts about Earth,academic_servable
4185,Marathi question,conversational
4186,SECTION - B 4. (a) Describe the main differences between 2 nd and 3rd row transition elements. (b) Compare magnetic properties of 3 d - elements with 4 d - and 5 d - elements of transition series.,academic_servable
4187,SSC CHSL Tier I PYP 15th April 2021 Shift - 2,general
4188," The given number is 5,000 + 80 + 6. The compact form or short form of a number is obtained by adding the place value of each digit. The value of each digit in a number depends on its place in the number. Write the given place values in Indian system of numeration: Th H T O 5 0 8 6 Hence, the required number is 5,086. ",academic_non_servable
4189,GunParade Orchestra: Ao no Shou,junk
4190, b z + c y c x + a z a y + b x ,academic_servable
4191,what is the difference between longitudnal and transverse magnification?,academic_servable
4192,final approach 2: 1st priority,junk
4193," It is given to write the number that comes in between 48 and 50. To identify the number between 48 and 50, count forward from 45 to 50. 45, 46, 47, 48, 49, 50 So, the number 49 is between 48 and 50. Therefore, the number that comes between 48 and 50 is 49. ",academic_non_servable
4194,Physics all chapter formulas,general
4195,Circus Maximus: Chariot Wars,junk
4196," Given: Length(l)=6 m, Breadth(b)=4.2 m Mattress measures 3.5 m×2.5 m. We know that, Area of a rectangular court yard is, A=length×breadth A=6×4.2=25.2 sq.m Area of the mattress is, A=3.5×2.5=8.75 sq.m Area of the courtyard without mattress =Area of a rectangular court yard - Area of the mattress ⇒25.2 - 8.75=16.45 sq.m Hence, the area of the courtyard without mattress is 16.45 sq.m. ",academic_non_servable
4197,What Is Row Level Data,general
4198,4. Who is the head of the organisation that handles elections? 5. What is the composition of the body that controls the elections in India? 6. What is a constituency? 7. When were the first General Elections held in India? 8. What is meant by electoral rolls? 9. Who can file nomination papers? 10. How many types of elections are there in India? 11. What is meant by direct election? 12. What is an indirect election? 13. Who is elected through an indirect election? 14. What do you understand by universal adult franchise?,academic_non_servable
4199,The blood flowing through the renal artery is oxygenated and contains a lot of nitrogenous waste. a. True b. False,academic_servable
4200,ms. pac-man: maze madness,junk
4201," Given, 26% First we need to convert 26% as fraction in the simplest form. We know that, To convert a percent in fraction we need to remove the % sign and divide the number by 100. 26%=26100 To convert the fraction into the simplest form first obtain the H.C.F of numerator and denominator of 26100. Divide both numerator and denominator of the fraction by its H.C.F. 26100=26÷2100÷2=1350 26% can be converted into its simplest form as 1350. Now, a fraction ab is written as a : b. Therefore, 26% is expressed into ratio as 13 : 50 ",academic_non_servable
4202,Mercury Ore (Cinnabar),academic_servable
4203," Let the first term be a and the common ratio be r Given, S3S6=125152 ∴ S3S6=ar3 - 1r - 1ar6 - 1r - 1=125152 ⇒r3 - 1r6 - 1=125152 ⇒r3 - 1r3 - 1r3 + 1=125152 ⇒1r3 + 1=125152 ⇒1×152=125×r3 + 1 ⇒152=125r3 + 125 ⇒125r3=152 - 125 ⇒r3=27125 ⇒r3=353 Since powers are same, comparing the base ⇒r=35 ",academic_non_servable
4204,Ocean Buoys,academic_servable
4205,UPBEB,general
4206,Could you give me a brief overview of ib acio tier i,general
4207,Hello sir who to prove √3 is irrational,academic_servable
4208,Reservation in Public Sector,academic_servable
4209,The sum of two numbers is 15 and the sum of their squares is 113 . Find the numbers.,academic_servable
4210,Can I ask some questions,conversational
4211,BHADOHI,general
4212,T'ai Fu: Wrath of the Tiger,junk
4213,Can you please describe *Finite verbs* and *Non - Finite verbs* in detail.,academic_servable
4214," It is given that, Discount %=30% Marked price of a pair of shoes MP=₹4000 We know that, Discount %=DiscountMP×100 ⇒30=Discount4000×100 ⇒Discount=₹1200 Also, we have, Discount =MP - SP ⇒1200=4000 - SP ⇒SP=₹4000 - ₹1200 ⇒SP=₹2800 Hence, the selling price of a pair of shoes is ₹2800. ",academic_non_servable
4215,Dear i am not denying your words please,conversational
4216,"I'm trying to learn more about teabagging,",junk
4217,"LECH,",junk
4218," Nectar is a sugar - rich liquid produced by plants in glands called nectaries or nectarines. It is located on any part of a plant, but the most familiar nectaries are those located in flowers. The flowers have a corolla tube in which nectaries are present. ",academic_non_servable
4219,Cis and Trans Fatty Acids,academic_servable
4220,Nerst Equation,academic_servable
4221,what is rimartiman prakriya ?,academic_servable
4222, The perinuclear space is joined with the lumen of the _____. (Rough endoplasmic reticulum/Smooth endoplasmic reticulum),academic_servable
4223,258579757,junk
4224,Group 18 Elements: Noble Gases,academic_servable
4225,Ocean Currents Affecting Climate,academic_servable
4226,tell where you reached,conversational
4227, Deviation and Dispersion of Light through a Prism,general
4228,Earth To Space Test - 1,general
4229," It is given to multiply 8 by 4 using the multiplication table. Write the multiplication table of 4. 1×4=42×4=83×4=124×4=165×4=206×4=247×4=288×4=329×4=3610×4=40 From the multiplication table, 8×432 Therefore, the answer is 32. ",academic_non_servable
4230,Synthetic Methods,academic_servable
4231,Respiration In Living Organisms Test - 2,general
4232,Can you give me answer,conversational
4233, sin 20 ∘ + sin 30 ∘ + sin 90 + sin 50 ∘ ,academic_servable
4234,Honeybees,academic_servable
4235,Gundam Breaker 2,junk
4236,One quahan I have to ask,conversational
4237,Account,junk
4238,Dragon Warrior Iv,junk
4239,What is the conversion ratio between m2 and cm2?,academic_servable
4240,Conditions,academic_servable
4241,"I'm interested in learning more about the topic of pot,",junk
4242,Difference between rational and irrational numbers,academic_servable
4243,"Disintegration of potassium bromide is represented by the reaction, 2KBr(s) → 2K(s) + Br2(l) ",academic_non_servable
4244,cpo,general
4245," Given, 421.793 + 912.034 + 0.034 According to the place values, first add the thousandths, hundredths, tenths, and then add the ones, tens and so on. carry → 111421.793912.034 + 0.0341333.861 So, 421.793 + 912.034 + 0.034=1333.861 Hence, the required answer is 1333.861. ",academic_non_servable
4246,evaluate 42 - 9,academic_servable
4247,everGirl,junk
4248,I have no idea where you are,conversational
4249,Embibe Big Book for Physics for Mizoram Board Class 12,general
4250,Please subscribe to us and thank you﻿,conversational
4251,"The ratio between a two - digit number and the sum of the digits of that number is 4 : 1 . If Liner EQuation digit in the unit's place is 3 more than the digit in the ten's place, what is the number? 13) A number consists of two digits. The sum of the digits is 9 . if 63 is subtracted from the number, its digits are interchanged. Find the number. (14) A fraction becomes 2 / 3 when 1 is added to both, its numerator and denominator. And, becomes 1 / 2 when 1 is subtracted from both the numerator and denominator. Find the 15) 50 is divided into two parts such that the sum of their reciprocals is 1 / 12 . Find the twe parts. 16) If three numbers are added in pairs, the sums equal 10,19 and 21 . Find the numbers. 17) Rajeev's age after 15 years will be 5 times his age 5 years back. What is the present age of A number consists of twodigits. the sum of the digits is 9 . If 63 is substranted from the number, its digits are interchanged. Find the number.",academic_non_servable
4252,I enjoy on embibe 3d,conversational
4253," Let the co - ordinates of P be (x,y). Given m1:m2=1:2 x1,y1=(5, - 4) and x2,y2=(8, - 1) By section formula x=m1x2 + m2x1m1 + m2 =1(8) + 2(5)1 + 2=8 + 103=183=6 y=m1y2 + m2y1m1 + m2 =1( - 1) + 2( - 4)1 + 2= - 93= - 3 ∴ Co - ordinates of P=(6, - 3) ",academic_non_servable
4254,Lost Planet: Extreme Condition,junk
4255,I'm trying to learn more about ibps so law officer (scale i) prelims,general
4256,"6. In a △ A B C , if 3 ∠ A = 4 ∠ B = 6 ∠ C , calculate the angles. [Hint. Let 3 ∠ A = 4 ∠ B = 6 ∠ C = x . Then, ∠ A = x 3 , ∠ B = x 4 , ∠ C = x 6 ]",academic_servable
4257,Polymer Test - 2,general
4258,Contributions of Thallapaka Annamacharya,academic_servable
4259,I need a expert,conversational
4260,Determinants of Operational Risk Reporting in Banking,academic_servable
4261,Could you share some of your knowledge on Human Organ Systems,academic_servable
4262,"8. A small hole of area of cross - section 2 m m 2 is present near the bottom of a fully filled open tank of height 2 m . Taking g = 10 m / s 2 , the rate of flow of water through the open hole would be nearly [NEET - 2019] (1) 12.6 × 10 − 6 m 3 / s (2) 8.9 × 10 − 6 m 3 / s (3) 2.23 × 10 − 6 m 3 / s (4) 6.4 × 10 − 6 m 3 / s ",academic_servable
4263,"-39, -78, _, -234, -312",academic_servable
4264,growth mindset,general
4265,JCECE (PCB) Biology Full Test - 5,general
4266,Twenty-seven: 27,academic_servable
4267,"What'S Your Opinion On Goddam,",junk
4268," Given that, the regression coefficients are byx= - 0·3235 and bxy= - 0·4583. We know that, the correlation coefficient is given by |r|=bxybyx ⇒|r|=( - 0.3235)×( - 0.4583)=0.385 Since, the sign of bxy, byx and r should be same. r= - 0.385. Hence, the value of correlation coefficient is - 0.385. ",academic_non_servable
4269,17 question in full test 9,conversational
4270,Contribution of Atom Present at Different Places of Unit Cell,academic_servable
4271,"what is pussy,",junk
4272,Technology in Communication,academic_servable
4273,shashi saproo,general
4274,Crazy Glue or Super Glue,academic_servable
4275,Date: 16.09 .2022 Vifarahar,junk
4276,"Write whether the square of any positive integer can be of the form 3m + 2, where m is a natural number. Justify your answer.",academic_servable
4277," Given: 25:m :: 18:36 Here, the two ratios are in proportion. We know that, if a:b::c:d, then a×d=b×c. Therefore, 25×36=m×18 ⇒m=25×3618 ⇒m= 50 Therefore, the value of m is 50. ",academic_non_servable
4278,I told that am coming on wednesday.,conversational
4279," Totipotency is the ability to generate a whole plant from any cell. Some organisms like Planaria use this property for their reproduction, other organisms like starfishes and lizards use this property for repair and regeneration. The plant cells which show totipotency are used in tissue culture techniques. ",academic_non_servable
4280,Can i get class 7 english workbook in pdf,general
4281,Do you have any experience with culture and society,general
4282,Embibe Big Book for Mathematics for Indian Army Agniveer - Technical,general
4283,Indefinite Integration Using Complex Number,academic_servable
4284,Polarisation of Light Waves,academic_servable
4285,Structural Organisation in Animals,academic_servable
4286,Action of Dilute Sulphuric Acid on Given Substance,academic_servable
4287, The type of motion in which an object does not move along a fixed path or direction is called random motion. Dust particles in a beam of light are in random motion. They do not exhibit any definite pattern during their motion. They will move in a zig - zag manner without following a straight line path. ,academic_non_servable
4288," Given that, SP=₹ 4600, Loss=8%. We find the cost price. We know that, CP=100100 - Loss%×SP ⇒CP=₹ 100100 - 8×4600 =₹ 100×460092 =₹ 46000092 =₹ 5000 Hence, the CP is ₹ 5000. ",academic_non_servable
4289,Find the value of sin ( − 212 ) ∘ cos 302 ∘ + cos 2 ( − 148 ∘ ) sin ( − 82 ) ∘ cos ( − 8 ∘ ) + sin 368 ∘ sin ( − 172 ∘ ) A. 0 B. 1 C. − 1 / 2 D. − 1 ,academic_servable
4290,Clockwise and Anti-clockwise Rotations,academic_servable
4291,Environmental Science Paper - 2,general
4292," Teeth are of four different types - incisors, canines, premolars and molars. Incisors are the teeth that help in biting and cutting food. So these teeth are used to bite an apple. ",academic_non_servable
4293,"Can you provide some resources for learning more about wad,",junk
4294,"lezbos,",junk
4295," Given number is 75⋆5. A number is divisible by 3, if the sum of its digits is divisible by 3. The sum of the digits=5 + 7 + 5=17 To make the given number divisible by 3, we need to add 1 to the sum of the digits to make the total sum of its digits 18 which is divisible by 3. The number will be 7515. So, the smallest number we can replace ⋆ to make the given number divisible by 3 is 1. ",academic_non_servable
4296,"felcher,",junk
4297,I'm trying to get a handle on st arunachal pradesh board,general
4298, House is a place where we live with our family. Houses made of mud and straw are called kutcha houses. They are found in villages as they are cheap and easy to make. ,academic_non_servable
4299,Udufuffuiffjgkkgkggkfkfkfkfkfkffkjjfffifiittitififigigigiiggigi,junk
4300,How Much Of Hundreds? Test - 1,general
4301,લોહિયા રવિવાર ક્યારે થયું હતું,junk
4302,I'm trying to gather information on Indian Space Research Organisation (ISRO),academic_servable
4303,yvu,general
4304,Criticom,junk
4305,Embibe Big Book for Chemistry for Bihar State Board Class 12,general
4306,Important Dates and Events Related to Madhya Pradesh,general
4307,Mitotic Cell Cycle Test - 1,general
4308,Pongal Festival of TamilNadu,academic_servable
4309," Given 25of(17 - 112)of125 Using BODAMS rule , (17 - 112)=12 - 784=584 Now the equation can be written as 25of584of125 Converting mixed fraction to improper fraction125=75 Of indicates multiplication 25×584×75 =2×5×75×84×5=702100=130 Hence the answer is 130. ",academic_non_servable
4310,Lokpal and Lokayukta of Haryana,academic_servable
4311," A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations. One of the safest, cheapest and most popular fire extinguishers is the water fire extinguisher. Water extinguishers work by removing heat from the fire so that the fire can be stopped. ",academic_non_servable
4312,1212 = ?,academic_servable
4313,Volume of a Cylinder,academic_servable
4314,man vs. wild,junk
4315," Given, To multiply two numbers 23 and 6. Here, 6 is called the multiplier and 23 is called the multiplicand. Multiply the numbers from right. Thus, 3×6=18 → Here retain 8 and carry 1 to the next digit 2, and (2×6) + 1 carry=12 + 1 carry=13. 213×6138 Therefore, the product is 138. ",academic_non_servable
4316,Procedural Achievements of Indian Constitution,academic_servable
4317," Given that T4T7=23 nth term of an A.P is given by Tn=a + (n - 1)d, where a is first term of an A.P and d is the common difference of A.P ⇒a + 3da + 6d=23 ⇒3a + 9d=2a + 12d ⇒a=3d......equation (i) Now T7T10=a + 6da + 9d ⇒T7T10=3d + 6d3d + 9d=9d12d ⇒T7 + T10=3 + 4=7 ",academic_non_servable
4318,noida international university,general
4319,Give me the syllabus of Work Education for Class VII for WBBSE,general
4320,I will ask maths question,conversational
4321,experiments on ants,academic_servable
4322,How are two resistors with resistances R 1 Ω and R 2 Ω are to be connected to a battery of emf 3 volts to obtain maximum current flowing through it? [CBSE 2016],academic_servable
4323,Is guard cells are autotrophic,academic_servable
4324,Fungal Constituent of a Lichen,academic_servable
4325,Only kannada,conversational
4326,Financial Control of Parliament,academic_servable
4327,(5) The p H of soln obtained By mixing soml of 0.4 N thas △ 50 m l of 0.2 N NaOH is,academic_servable
4328,11th class comer mental last date 2022,general
4329,Sucrase,academic_servable
4330,"""write the following in standard form 4x7 + 6x2 + 28 - 3x5 - 9x""",academic_servable
4331,Point Blank 2,junk
4332," We know that, The sum of all interior angles of a triangle is 180°. From the given data, 3y° + (2y + 60)° + ( 5y - 40)° = 180° ⇒10°y + 20° =180° ⇒10°y=160° ⇒y=16° ",academic_non_servable
4333,Tsuyo Kiss 2 Gakki: Swift Love,junk
4334,Do you have any recommendations for learning more about kpsc jto,general
4335,"Sorry,  in meeting I'll call you later",conversational
4336,rain downpour,academic_servable
4337,The Last Airbender,junk
4338,8th class english book accident,general
4339,Tales of VS.,junk
4340,Kirchhoff's Law and Conservation of Energy,academic_servable
4341,Understanding Measurement Test - 1,general
4342,Shipra Srivastava,general
4343,what is Sides of a Shape,academic_servable
4344,I cant waist my time on this sorrry ooops,conversational
4345,Q. A truck moves with a speed of 50 k m / h e for 30 min calculate the distance covered by the truck.,academic_servable
4346,"Read the following information carefully and answer the questions that follow. Among A, B, C, D and E, E is taller than D but not as fat as D. C is taller than A but shorter than B. A is fatter than D but not as fat as B. E is thinner than C who is thinner than D. E is shorter than A. ",academic_non_servable
4347,Images Formed By Lenses,academic_servable
4348,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,junk
4349,Middle Terms in Statement of Proportions,academic_servable
4350,Penicillin -Alexander Fleming,academic_servable
4351,People's Initiatives in Non-cooperation Movement,academic_servable
4352, Earth has three different layers. The portion of the Earth that is made up of melted rocks is the mantle. It is the second layer of the Earth situated between the crust and the core. ,academic_non_servable
4353,Management of Natural Resources,academic_servable
4354," Protected areas are the cornerstone of biodiversity conservation. Sanctuary is a protected area, which is reserved for the betterment of wild animals only. Human activities like timber harvesting and collection of minor forest products are allowed in this area. Few examples of sanctuaries are Manas Wildlife Sanctuary, Dachigam Sanctuary, Chilka Lake Bird Sanctuary, etc. ",academic_non_servable
4355,Ye ham sab akele se and its chief operating officer,conversational
4356,Biotechnology and Bioinformatics Test - 2,general
4357,Hana to Ikimo no Rittai Zukan,junk
4358,Party rock due and duel﻿,junk
4359,The Earth and its living world Test - 2,general
4360," The process of nutrition involves five steps. The process of taking in food through the mouth into the mouth cavity is called ingestion. Different animals have different ways of ingesting or feeding. A few of them are sucking, swallowing, chewing, capturing, siphoning, scraping, etc. ",academic_non_servable
4361,Square And Cube Test - 2,general
4362, ∫ ( tan x ) 1 / 3 d x ,academic_servable
4363, Aorta(2) is an artery that circulates blood to all the body parts. It contains oxygenated blood which is deoxygenated at lungs before passing it to heart through pulmonary vein. ,academic_non_servable
4364,Anajhahahahahahahahahahahahhaa,junk
4365,About SWIFT,junk
4366,Need more information on the topic of Facial Bones,academic_servable
4367,real account,academic_servable
4368,Angle and Bearing,general
4369,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",junk
4370, The first layer of soil is topsoil. Plants and trees grow on this layer. Several microorganisms grow on this layer. The microorganism decomposes the dead and decayed matter of plants and animals. They also add humus to the soil. ,academic_non_servable
4371,1. Elevation in boiling point was 0.52 ∘ C when 6 g of a compound X was dissolved in 100 g of water. Molecular weight of X is ( K b = 0.52 K k g m o l − 1 ) (A) 120 (B) 60 (C) 600 (D) 180,academic_servable
4372," Given decimal is 12.35 We know that, To convert a decimal fraction to per cents, multiply it by 100. Since, 12.35=12.35×100% =1235100×100% =1235% Hence, The value of k=1235. ",academic_non_servable
4373,Production of Coherent Light Waves Using Light Sources and Images,academic_servable
4374,Meenambika Menon,general
4375,Do help me,conversational
4376," The given parabola is y=x2 + 2, with vertex as 0,2. Let, OC represent the line x=0, AO represent the line y=x & AB represent the line y=3. Required area ABCO=Area of the shaded region ∫03x dy - ∫23x dy=∫03y dy - ∫23y - 2 dy As we know, ∫yn dy=yn + 1n + 1 + c Area of the shaded region=y1 + 11 + 103 - y - 212 + 112 + 123=1232 - 0 - 23132 - 0=92 - 23=236 ",academic_non_servable
4377,Beginning of Muslim Calendar,academic_servable
4378,Thanks for loving me so. You rock,conversational
4379,Could you share your thoughts on Advantages of Food Additives,academic_servable
4380,Can't express my interest,conversational
4381,"1.) Match the following: A ball is thrown vertically upward in the air by a passenger (relative to himself) from a train that is moving as given in column I (Vball ≪ V escape ) . Correctly match the situation as described in the column!, with the paths given in column II. Column - I (A) Train moving with constant acceleration on a slope then Column - II path of the ball as seen by the passenger. (B) Train moving with constant acceleration on a slope then (p) Straight line path of the ball as seen by a stationary observer outside. (C) Train moving with constant acceleration on horizontal ground (q) Parabolic then path of the ball as seen by the passenger. (D) Train moving with constant acceleration on horizontal ground (r) Elliptical then path of the ball as seen by a stationary observer outside. (s) Hyperbolic (t) Circular",academic_servable
4382,Need more information on the topic of Commutative Property,academic_servable
4383," Given, We need to convert millilitres into litres and millilitres. 4050 mL=.....L.....mL 1 litre(L)=1000 Millilitres(mL) 1 millilitre(mL)=11000litre(L) We need to divide the millilitres into a thousand. 4050 millilitres(mL)=40501000litre(L) 4050 mL=4.5 L 4050 mL=4 L 50 mL Thus, the required answer. ",academic_non_servable
4384," The urea is the main nitrogenous waste produced in the human body. It is formed in the liver. This passes through the dialyzing solution from the patient’s blood. In the situation of failure of kidney, this process is done artificially. ",academic_non_servable
4385,Exhaustible Sources of Energy,academic_servable
4386,Mobile Communication,academic_servable
4387,Can you provide some additional information on Radiation Pressure,academic_servable
4388,"Viagra,",junk
4389,I need all the topics that I should cover for neet,conversational
4390,solve 14.95 / 133 = ___,academic_servable
4391,Characteristics of Individual Differences,general
4392,"Come, Let's Take A Ride Test - 2",general
4393,I just only wants to know the best book for ssc cgl??,general
4394,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,junk
4395," Given that, The given decimal value is 50.06. We know that, Identify the place value of the digits after the decimal, in the number. Use that to determine what the denominator of the fraction would be Remove the decimal point. Re - write in the fraction form and simplify it. 50.06=5006100 500621002=250350 =50350 Hence, the lowest term of fraction is 50350. ",academic_non_servable
4396,Dark Souls,junk
4397,35) The value of d if 5 − 2 d + 7 9 = 0 is,academic_servable
4398,what is 9th icse,general
4399," The given fraction is, 32725. We have to get the denominator of the given fraction as 10, 100, 1000, 10000 and so on. Now, we multiply the denominator and the numerator by 4. ⇒32725=327×425×4 =1308100 =13.08 Hence, 13.08 is the required decimal number. ",academic_non_servable
4400,4. Factorise : (i) 12 x 2 − 7 x + 1 ,academic_servable
4401,Which chapter is important In class 9th to class 10th maths,general
4402,1000,junk
4403,nmdc,general
4404,solve d/dx(998.85) = ___,academic_servable
4405,"If x be a real number and x x = ( x x 3 ) x , then the value of x is",academic_servable
4406,Equality and Justice,academic_servable
4407,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,junk
4408,Ok Cool. See Ya Then.,conversational
4409, Fertilizin was first time discovered in the egg of a Sea Urchin by Frank Rattray Lillie. It is a protein present on the membrane of the egg that binds to the antifertilizin present on the sperm's surface of the same species. These proteins agglutinate together after the entry of sperm in the female reproductive tract and help in the process of fertilization between the gametes of the same species. ,academic_non_servable
4410,"If 1 kg of gold is worth around $50,000, how much would the following amount of gold be worth? ",academic_non_servable
4411,Foetus,academic_servable
4412,Fuel Minerals in Bihar,academic_servable
4413," Given, 142,140,130,150,160,135,158,132 Arrange the data items in ascending order. 130,132,135,140,142,150,158,160 Count the number of observations. Number of observations, n=8 If the number of observations is even, then we will use the following formula: Median =n2th term + n2 + 1th term÷2 =82th term + 82 + 1th term÷2 =4th term + 5th term÷2 =140 + 142÷2 ⇒2822=141 Hence, the required answer is 141. ",academic_non_servable
4414,My childhood,conversational
4415,Intermediate First Year Zoology,general
4416,HOTs on Cause and Effect Reasoning,academic_servable
4417,Two columns are given below. Column l gives a range of electromagnetic spectrum while column 2 gives possible uses. Match column 1 with column 2 . \begin{tabular}{|l|l|l|l|} \hline & 1 & 2 & \\ \hline\( P \) & UV & A & Study crystal structure \\ \hline Q & Microwaves & B & Greenhouse effect \\ \hline\( R \) & Infra red & C & Sterilizing surgical instructural \\ \hline\( S \) & X - rays & D & Radio signal \\ \hline \end{tabular},academic_servable
4418,Narrative Writing,academic_servable
4419, The child who waits for the turn to tell the answer in the class is a good thing. We should be patient and wait for our turn to tell the answer. ,academic_non_servable
4420," Given, number of red balls in an urn =9 number of white balls=7 and the number of black balls =4 ∴ Total number of balls=9 + 7 + 4=20 Thus, the total number of ways of drawing 2 balls=C220 Number of ways of drawing 2 red balls =C29 ∴ required probability =C29C220=9×8220×192=7220×19=1895. ",academic_non_servable
4421,Can you clarify something for me KVPY SA,general
4422," Given, Principal (P)=₹93750. Rate of interest (R)=9.6%. Time =3 years. We know that, Interest=P×R×T100. Principal for the first year =₹93750. Therefore, interest for the first year =₹93750×9.6×1100=₹9000. We have, Amount=Principal + Interest. Thus, amount at the end of first year =₹93750 + ₹9000=₹102750. Principal for the second year =₹102750. Interest for the second year =₹102750×9.6×1100=₹9864. Thus, amount at the end of second year =₹102750 + ₹9864=₹112614. Hence, the amount for Maria at the end of second year is ₹112614 Therefore, the value of k is 112614. ",academic_non_servable
4423,surface area of square pyramids,academic_servable
4424,Diversity in Living Organism,academic_servable
4425,Chemistry class 9,general
4426,"B, _, I, F, C",academic_servable
4427,Not matches,conversational
4428,That depends. How would you like to be treated? :),conversational
4429, Vedic Age and Indus Valley Civilisation,general
4430,529.57 - 43.94 = ___,academic_servable
4431,Classification of Conic Based on Eccentricity,academic_servable
4432,Magnetic Moment of Proton,academic_servable
4433,Inequalities Test - 2,general
4434,Materials Used for Vermicomposting,academic_servable
4435,"The ""Lesson"" in the dashboard of the teacher when teaching is what",general
4436," 600 : 00 9:24 AM. '**' candidates eligible for JEE (Advanced) - 202 For seat allocation in IITs, NITs, IIEST, IIITs, an ",junk
4437,Sorting Method,academic_servable
4438,Intersection of Two Lines in Vector Form,academic_servable
4439," Given, P(B ̄)=0.65 and PA∪B=0.85 So, P(B)=1 - PB=0.35 Let us assume P(A)=x Since, A&B are independent events So, PA∩B=PA×PB=0.35x We know that P(A∪B)=P(A) + P(B) - P(A∩B) So, P(A∪B)=x + 0.35 - 0.35x ⇒0.85=0.65x + 0.35 ⇒x=0.77 [Rounding off to two decimal places] Therefore, PA=0.77 ",academic_non_servable
4440,Thanks for your help,conversational
4441,This photo send this your embibe link,conversational
4442,Whom You Waited For Yesterday,conversational
4443,Connect me to physics faculty,conversational
4444,What do you mean,conversational
4445,Solve it,conversational
4446,"What Is Fucknut,",junk
4447,How to calculate the eligibility criteria for eamcet by calculating IPE marks?,general
4448,water test - 3,general
4449,Solve Cos(129.43) = ___,academic_servable
4450,Okay...,junk
4451,Work and Power Test - 2,general
4452,Santa Claus Is Comin' to Town!,junk
4453,"Q.36 A particle is moving in a plane with velocity given by u = u 0 i + ( a ω cos ω t ) j , where 1 and j are u n j vectors along of the particle (1) y = asin ( u 0 ω x ) (2) y = asin ( ω x u 0 ) (3) y = 1 a ⋅ sin ( u 0 ω x ) (4) y = 1 a ⋅ sin ( a x u 0 ",academic_servable
4454,Tributaries of Brahmaputra,academic_servable
4455,An aircraft flies just below a negatively charged thundercloud.,academic_non_servable
4456,Leydig Cells,academic_servable
4457," The total possible outcomes =6 And, the total number of favourable outcomes for getting 5 is 1 We know that the probability of an event, P=The number of favourable outcomesTotal number of possible outcomes. Thus, Pgetting 5=The number of favourable outcomesTotal number of possible outcomes=16. Therefore, the probability of getting the number 5 is 16. ",academic_non_servable
4458,World Cup Of Pool,junk
4459,What are outside raw materials used for by an organisms?,academic_servable
4460," We know that there exist 26 letters in the English alphabet. So the total number of possible outcomes, n(S)=26 Let E be the event to choose vowel from the alphabets. Out of the five vowels of the English alphabet (a, e, i, o, u), one vowel can be chosen. So the favourable number of outcomes nE=5 Hence the required probability PE=nEnS=526 ",academic_non_servable
4461,gay sex,junk
4462,Embibe Big Book for English Language for WBJEE HM,general
4463,"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!﻿",conversational
